POWER 1.8573 1.7362 0.0000 0.0000 0.0000 0.0059 1.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 1.0000
WIRECUT 2.1472 6.0485 0.0000 0.0000 0.0000 -0.6934 0.7205 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 1.0000
CNC 10.5504 1.5220 -0.0000 0.0000 0.0000 0.9998 -0.0176 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 1.0000
EDM 10.7055 5.1651 0.0000 0.0000 0.0000 0.9998 -0.0221 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 1.0000
LASER 6.5091 1.7173 0.0000 0.0000 0.0000 0.9992 -0.0412 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 1.0000
MILL 4.6221 3.4603 -0.0000 0.0000 0.0000 1.0000 -0.0072 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 190.0000 2.0000 1.0000
